"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"3439",3439,"Philadelphia College of Osteopathic Medicine","Philadelphia","PA","19131","NULL","NULL","NULL","0.8744939271","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3440",3440,"University of the Sciences","Philadelphia","PA","19104-4495","0.6334","650","NULL","0.6494845361","0.0044",NA,NA,"0.125",NA,NA,"0.0263",NA,"0.7425","89600","86900","94500","NULL",1
"3442",3442,"University of Pittsburgh-Bradford","Bradford","PA","16701","0.6868","540","25","0.6197926142","0.0389","0.003","0.0299","0.0509","0.012",NA,"0.0509",NA,"0.4971","50200","52200","60300","NULL",1
"3443",3443,"University of Pittsburgh-Greensburg","Greensburg","PA","15601-5860","0.8556","573","25","0.6197926142",NA,NA,NA,"0.1233","0.0308",NA,"0.0137",NA,"0.4791","50200","52200","60300","NULL",1
"3444",3444,"University of Pittsburgh-Johnstown","Johnstown","PA","15904","0.8791","560","25","0.6197926142","0.044",NA,"0.1625","0.0765","0.0076",NA,"0.0268",NA,"0.5539","50200","52200","60300","NULL",1
"3445",3445,"University of Pittsburgh-Pittsburgh Campus","Pittsburgh","PA","15260","0.5786","690","31","0.6197926142","0.0232","0.105",NA,"0.0598","0.0156",NA,"0.0282",NA,"0.7898","50200","52200","60300","NULL",1
"3451",3451,"Pittsburgh Theological Seminary","Pittsburgh","PA","15206-2596","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3453",3453,"Point Park University","Pittsburgh","PA","15222-1984","0.762","560","24","0.4458987784","0.052",NA,"0.0366","0.007",NA,NA,NA,NA,"0.4979","36600","44600","41800","NULL",1
"3458",3458,"Reconstructionist Rabbinical College","Wyncote","PA","19095-1898","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3459",3459,"Reformed Presbyterian Theological Seminary","Pittsburgh","PA","15208-2594","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3460",3460,"The Restaurant School at Walnut Hill College","Philadelphia","PA","19104","NULL","NULL","NULL","0.4484536082",NA,NA,NA,NA,NA,NA,NA,NA,"0.4792","34800","36900","38900","NULL",1
"3462",3462,"Robert Morris University","Moon Township","PA","15108-1189","0.8234","580","24","0.5458422175","0.0082","0.034",NA,"0.0027","0.0217",NA,NA,NA,"0.5424","47700","47200","50600","NULL",1
"3464",3464,"Rosemont College","Rosemont","PA","19010-1699","0.4995","520","22","0.3115577889",NA,NA,NA,"0.0594","0.0099",NA,"0.0198",NA,"0.6143","PrivacySuppressed","53100","PrivacySuppressed","NULL",1
"3465",3465,"Saint Francis University","Loretto","PA","15940","0.741","590","26","0.3385650224","0.0153","0.0102","0.0026","0.0997","0.0307",NA,"0.0256",NA,"0.6458","46000","50300","54800","NULL",1
"3466",3466,"Saint Joseph's University","Philadelphia","PA","19131-1395","0.783","620","27","0.6377063423","0.0054",NA,NA,"0.0428","0.0023",NA,"0.0101",NA,"0.7911","50600","63700","67500","NULL",1
"3467",3467,"Saint Vincent College","Latrobe","PA","15650-2690","0.658","600","25","0.667405765","0.0339",NA,NA,"0.0885","0.0677",NA,"0.0469",NA,"0.7277","42400","45500","50400","NULL",1
"3468",3468,"Saint Vincent Seminary","Latrobe","PA","15650-2690","NULL","NULL","NULL","0.667405765","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","42400","45500","50400","NULL",1
"3470",3470,"University of Scranton","Scranton","PA","18510-4629","0.8902","620","NULL","0.718424102","0.0154","0.0022","0.0022","0.1098","0.0055",NA,"0.0066",NA,"0.8347","59200","56100","63400","NULL",1
"3471",3471,"Seton Hill University","Greensburg","PA","15601","0.6623","560","NULL","0.5407725322","0.0117",NA,NA,"0.0877","0.038",NA,"0.0058",NA,"0.5665","36500","38500","40400","NULL",1
"3476",3476,"Shippensburg University of Pennsylvania","Shippensburg","PA","17257-2299","0.8057","550","NULL","0.4696969697","0.0362",NA,NA,"0.0459","0.0195",NA,"0.0104",NA,"0.5715","42600","47700","49300","NULL",1
"3477",3477,"Slippery Rock University of Pennsylvania","Slippery Rock","PA","16057-1383","0.6144","540","23","0.5192864031","0.0258",NA,"0.0596","0.0185","0.0096",NA,"0.009",NA,"0.6194","38000","39700","42100","NULL",1
"3478",3478,"Saint Charles Borromeo Seminary-Overbrook","Wynnewood","PA","19096","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.8","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3483",3483,"Susquehanna University","Selinsgrove","PA","17870-1025","0.7553","600","27","0.7346153846","0.0079",NA,NA,"0.0711","0.0158",NA,"0.0257",NA,"0.7439","54900","51300","57500","NULL",1
"3484",3484,"Swarthmore College","Swarthmore","PA","19081","0.1419","770","34","0.8607594937","0.0293","0.0587",NA,"0.1547","0.0347",NA,"0.0507",NA,"0.9162","PrivacySuppressed","PrivacySuppressed","67900","NULL",1
"3486",3486,"Talmudical Yeshiva of Philadelphia","Philadelphia","PA","19131","0.881","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4324","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3487",3487,"Temple University","Philadelphia","PA","19122-6096","0.6723","610","26","0.596981802","0.0102","0.0203","0.0052","0.0492","0.0042",NA,"0.0142",NA,"0.6585","56400","50900","51800","NULL",1
"3488",3488,"Thiel College","Greenville","PA","16125-2181","0.652","550","24","0.3680981595","0.0125",NA,NA,"0.1625","0.0438",NA,"0.0313",NA,"0.3233","35300","37000","44700","NULL",1
"3489",3489,"Thomas Jefferson University","Philadelphia","PA","19107","NULL","NULL","NULL","0.7328918322",NA,NA,NA,NA,NA,NA,NA,NA,"0.8621","156900","95300","79500","NULL",1
"3495",3495,"Trinity Episcopal School for Ministry","Ambridge","PA","15003-2397","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3496",3496,"Ursinus College","Collegeville","PA","19426-1000","0.6978","660","NULL","0.785202864","0.0021",NA,NA,"0.2332","0.0294",NA,"0.0315",NA,"0.7407","59900","50700","56700","NULL",1
"3497",3497,"University of Valley Forge","Phoenixville","PA","19460-2373","0.7215","550","25","0.1304347826",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","28800","35900","34900","NULL",1
"3500",3500,"Villanova University","Villanova","PA","19085-1699","0.4562","710","32","0.754","0.0074","0.1079",NA,"0.052","0.0234",NA,"0.0274",NA,"0.8805","81000","77400","87300","NULL",1
"3503",3503,"Washington & Jefferson College","Washington","PA","15301","0.4076","NULL","NULL","0.7294117647","0.025",NA,NA,"0.1031","0.0313",NA,"0.0469",NA,"0.7439","41100","60000","55700","NULL",1
"3504",3504,"Waynesburg University","Waynesburg","PA","15370-1257","0.7641","560","25","0.5561594203","0.0077",NA,NA,"0.0617","0.018",NA,"0.0129",NA,"0.6025","41400","48800","56000","NULL",1
"3506",3506,"West Chester University of Pennsylvania","West Chester","PA","19383","0.4993","590","NULL","0.5387365912","0.0085",NA,NA,"0.0337","0.0115",NA,"0.0182",NA,"0.6883","44400","47800","50200","NULL",1
"3509",3509,"Westminster College","New Wilmington","PA","16172","0.5665","600","26","0.6608040201","0.0062",NA,NA,"0.1323","0.0154",NA,"0.0092",NA,"0.7846","43500","46100","46500","NULL",1
"3510",3510,"Westminster Theological Seminary","Glenside","PA","19038","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3512",3512,"Widener University-Main Campus","Chester","PA","19013-5792","0.663","550","NULL","0.5076252723","0.0246","0.1413",NA,"0.0307","0.0031",NA,"0.0108",NA,"0.5541","56300","59000","60000","NULL",1
"3513",3513,"Wilkes University","Wilkes-Barre","PA","18766","0.7634","590","NULL","0.5214180207","0.0202","0.0762","0.0045","0.0516","0.0179",NA,"0.0224",NA,"0.607","50700","54700","63000","NULL",1
"3515",3515,"Wilson College","Chambersburg","PA","17201-1285","0.6215","540","NULL","0.325",NA,NA,NA,"0.0526","0.0105",NA,"0.0105",NA,"0.3684","29500","35600","37800","NULL",1
"3516",3516,"Yeshivath Beth Moshe","Scranton","PA","18505","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.6111","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3517",3517,"York College Pennsylvania","York","PA","17403-3651","0.739","600","25","0.5530864198","0.0104","0.0355",NA,"0.0521","0.0052",NA,"0.0073",NA,"0.5962","44900","49400","53200","NULL",1
"3521",3521,"Brown University","Providence","RI","02912","0.096","770","34","0.8972895863","0.0331","0.0605",NA,"0.1279","0.058",NA,"0.0393",NA,"0.9515","87200","76600","81400","NULL",1
"3522",3522,"Bryant University","Smithfield","RI","02917-1291","0.767","630","NULL","0.762991128","0.0241",NA,NA,"0.0024","0.0385",NA,NA,NA,"0.804","59200","71900","71700","NULL",1
"3523",3523,"Johnson & Wales University-Providence","Providence","RI","02903-3703","0.7139","NULL","NULL","0.4942172656","0.04","0.0073","0.0142",NA,NA,NA,NA,NA,"0.5293","34300","38700","42200","NULL",1
"3525",3525,"New England Institute of Technology","East Greenwich","RI","02818-1205","NULL","NULL","NULL","0.4042027194","0.1856",NA,"0.1799",NA,NA,NA,NA,NA,"0.4774","35700","43000","45100","NULL",1
"3528",3528,"Providence College","Providence","RI","02918-0001","0.6104","640","NULL","0.7794520548","0.0038","0.0019",NA,"0.0762","0.0151",NA,"0.0047",NA,"0.8671","50900","67300","66800","NULL",1
"3529",3529,"Rhode Island College","Providence","RI","02908","0.7301","520","20","0.3347010551","0.0091",NA,NA,"0.035","0.0084",NA,"0.0061",NA,"0.4306","37200","41400","43000","NULL",1
"3531",3531,"University of Rhode Island","Kingston","RI","02881","0.8535","590","NULL","0.4960844399","0.005","0.0669",NA,"0.0543","0.0069",NA,"0.0099",NA,"0.6287","45700","53200","56600","NULL",1
"3532",3532,"Rhode Island School of Design","Providence","RI","02903-2784","0.2538","690","32","0.8150134048",NA,NA,NA,NA,NA,NA,NA,NA,"0.8629","47800","48500","48300","NULL",1
"3533",3533,"Roger Williams University","Bristol","RI","02809-2921","0.7716","NULL","NULL","0.574025974","0.0011","0.0299","0.0459","0.0643","0.0034",NA,"0.0103",NA,"0.6148","48000","48800","52000","NULL",1
"3534",3534,"Salve Regina University","Newport","RI","02840-4192","0.6965","600","26","0.627016129",NA,NA,NA,"0.0505","0.0023",NA,"0.0092",NA,"0.7218","48800","48700","53000","NULL",1
"3537",3537,"Northpoint Bible College","Haverhill","MA","01835","NULL","NULL","NULL","0.3928571429",NA,NA,NA,NA,NA,NA,NA,NA,"0.6304","26700","PrivacySuppressed","PrivacySuppressed","NULL",1
"3539",3539,"Allen University","Columbia","SC","29204","NULL","NULL","NULL","0.1947743468",NA,NA,NA,"0.1013","0.0253",NA,NA,NA,"0.2133","21000","PrivacySuppressed","PrivacySuppressed","NULL",1
"3540",3540,"Anderson University","Anderson","SC","29621-4035","0.712","590","25","0.4777562863",NA,NA,NA,"0.012","0.008",NA,NA,NA,"0.4778","32900","38100","39000","NULL",1
"3541",3541,"Charleston Southern University","Charleston","SC","29406-9121","0.8222","530","24","0.3561643836","0.0097",NA,NA,"0.0947","0.0097",NA,NA,"0.0121","0.378","36700","39700","41900","NULL",1
"3543",3543,"Benedict College","Columbia","SC","29204-1086","NULL","NULL","NULL","0.1808219178","0.0157","0.0262",NA,"0.1073","0.0183",NA,"0.0288",NA,"0.2882","22700","25300","28400","NULL",1
"3544",3544,"Bob Jones University","Greenville","SC","29614-0001","0.8274","NULL","24","0.449754902","0.0196","0.0168","0.0056","0.0223","0.0014",NA,"0.0056",NA,"0.5974","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3545",3545,"Southern Wesleyan University","Central","SC","29630-1020","0.9624","520","NULL","0.3735632184","0.0053",NA,NA,"0.0397",NA,NA,"0.0026",NA,"0.5667","35600","43300","55900","NULL",1
"3547",3547,"College of Charleston","Charleston","SC","29424-0001","0.7351","630","26","0.5713443396","0.0142",NA,NA,"0.1022","0.0061",NA,"0.036",NA,"0.6876","43200","41900","48000","NULL",1
"3550",3550,"Citadel Military College of South Carolina","Charleston","SC","29409","0.7689","590","NULL","0.5711422846","0.004","0.1697",NA,"0.0404","0.002",NA,"0.0222",NA,"0.6584","54600","53800","57200","NULL",1
"3551",3551,"Claflin University","Orangeburg","SC","29115-4498","0.3909","490","21","0.4537671233","0.003","0.009",NA,"0.0961","0.009",NA,"0.009",NA,"0.4358","27800","32500","36900","NULL",1
"3552",3552,"Clemson University","Clemson","SC","29634","0.6328","680","NULL","0.6657848325","0.0128","0.1645","0.0116","0.0788","0.0096",NA,"0.016",NA,"0.816","52700","56000","57700","NULL",1
"3554",3554,"Coker College","Hartsville","SC","29550","0.5776","530","NULL","0.4465408805","0.0097",NA,NA,"0.0194","0.0049",NA,"0.0097",NA,"0.5622","28600","38100","43600","NULL",1
"3555",3555,"Columbia International University","Columbia","SC","29203-1513","0.6429","590","24","0.5449101796",NA,NA,NA,NA,NA,NA,NA,NA,"0.7079","34000","30000","31800","NULL",1
"3556",3556,"Columbia College","Columbia","SC","29203","0.6464","560","24","0.4306930693","0.0129",NA,NA,"0.0515","0.0129",NA,"0.0086",NA,"0.4591","29500","34000","39500","NULL",1
"3557",3557,"Converse College","Spartanburg","SC","29302-0006","0.5134","570","25","0.4627659574","0.0066",NA,NA,"0.0987","0.0132",NA,"0.0461",NA,"0.5404","30800","33000","34700","NULL",1
"3559",3559,"Erskine College","Due West","SC","29639","0.6578","570","24","0.48",NA,NA,NA,"0.1771","0.0208",NA,"0.0938",NA,"0.6461","PrivacySuppressed","PrivacySuppressed","40900","NULL",1
"3562",3562,"Francis Marion University","Florence","SC","29506","0.5885","530","21","0.362804878","0.0106",NA,NA,"0.1484","0.0088",NA,"0.023",NA,"0.4252","36700","37100","37600","NULL",1
"3563",3563,"Furman University","Greenville","SC","29613-6162","0.7748","670","28","0.723880597","0.0149",NA,NA,"0.0849","0.0119",NA,"0.0984",NA,"0.8287","51500","54000","57200","NULL",1
"3568",3568,"Lander University","Greenwood","SC","29649-2099","0.4227","540","22","0.375483871","0.0155",NA,NA,"0.0133","0.0044",NA,"0.0177",NA,"0.4048","34200","35800","37400","NULL",1
"3569",3569,"Limestone College","Gaffney","SC","29340-3799","0.5314","520","21","0.425","0.0909",NA,NA,"0.0152","0.0014",NA,"0.0014",NA,"0.432","32400","43400","45200","NULL",1
"3570",3570,"Lenoir-Rhyne University-Lutheran Theological Southern Seminary","Columbia","SC","29203-5898","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3571",3571,"Medical University of South Carolina","Charleston","SC","29425","NULL","NULL","NULL","0.9341563786",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","124300","81100","86300","NULL",1
"3573",3573,"Morris College","Sumter","SC","29150-3599","NULL","NULL","NULL","0.2506393862",NA,NA,NA,"0.1298","0.0382",NA,NA,NA,"0.3133","23600","25900","30500","NULL",1
"3574",3574,"Newberry College","Newberry","SC","29108","0.3374","550","23","0.3994169096",NA,NA,NA,"0.0882","0.0196",NA,"0.0784",NA,"0.4015","29800","33500","37600","NULL",1
"3575",3575,"North Greenville University","Tigerville","SC","29688-1892","0.6049","670","30","0.3988326848",NA,NA,NA,"0.0411","0.0206",NA,NA,NA,"0.5442","30700","31900","32000","NULL",1
"3578",3578,"Presbyterian College","Clinton","SC","29325","0.5779","600","NULL","0.6047619048","0.0297",NA,NA,"0.1483","0.0508",NA,"0.0424",NA,"0.6814","PrivacySuppressed","PrivacySuppressed","47500","NULL",1
"3579",3579,"University of South Carolina-Aiken","Aiken","SC","29801","0.5104","550","23","0.3964334705",NA,NA,NA,"0.0515","0.0344",NA,"0.0172",NA,"0.4293","37600","41400","42800","NULL",1
"3580",3580,"University of South Carolina-Beaufort","Bluffton","SC","29909","0.7462","520","22","0.306122449",NA,NA,NA,"0.0651",NA,NA,NA,NA,"0.2255","32700","34200","36400","NULL",1
"3581",3581,"University of South Carolina-Columbia","Columbia","SC","29208","0.6312","650","28","0.617816813","0.0094","0.0544",NA,"0.104","0.0103",NA,"0.0149",NA,"0.7241","49400","48400","51600","NULL",1
"3586",3586,"Coastal Carolina University","Conway","SC","29526","0.7461","560","NULL","0.425173439","0.0186",NA,NA,"0.1015","0.0043",NA,"0.0064",NA,"0.4734","35100","39600","43900","NULL",1
"3587",3587,"South Carolina State University","Orangeburg","SC","29117-0001","0.9714","450","NULL","0.255351682","0.0223","0.0103","0.0738","0.0892","0.0069",NA,"0.0223",NA,"0.3425","30400","32900","32500","NULL",1
"3588",3588,"University of South Carolina-Upstate","Spartanburg","SC","29303-4999","0.6487","530","23","0.4435933148","0.0275",NA,"0.0082","0.0183","0.0018",NA,"0.0027",NA,"0.3752","37000","39200","41400","NULL",1
"3589",3589,"Sherman College of Straight Chiropractic","Spartanburg","SC","29316","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3596",3596,"Voorhees College","Denmark","SC","29042","0.8137","NULL","NULL","0.2300884956","0.0326",NA,NA,"0.1196","0.0109",NA,NA,NA,"0.2917","24600","33000","36100","NULL",1
"3598",3598,"Winthrop University","Rock Hill","SC","29733","0.7069","570","NULL","0.4546862897","0.0093",NA,NA,"0.0537","0.0103",NA,"0.0248",NA,"0.5322","36000","38600","40100","NULL",1
"3599",3599,"Wofford College","Spartanburg","SC","29303-3663","0.6272","670","29","0.7276595745","0.0241",NA,NA,"0.1627","0.0331",NA,"0.0452",NA,"0.8382","PrivacySuppressed","PrivacySuppressed","56500","NULL",1
"3601",3601,"Augustana University","Sioux Falls","SD","57197-0001","0.7562","NULL","27","0.5827338129","0.0084",NA,NA,"0.1393","0.0084",NA,"0.0585",NA,"0.6584","40500","45000","47000","NULL",1
"3603",3603,"Black Hills State University","Spearfish","SD","57799-9500","0.9101","NULL","24","0.1840425532",NA,NA,"0.0415","0.0455","0.0119",NA,"0.0119",NA,"0.3782","35700","37200","40700","NULL",1
"3605",3605,"Dakota State University","Madison","SD","57042-1799","0.8881","560","25","0.2827442827","0.2963",NA,NA,"0.0101","0.0101",NA,"0.0034","0.0034","0.4373","36400","41300","47200","NULL",1
"3606",3606,"Dakota Wesleyan University","Mitchell","SD","57301-4398","0.7329","600","27","0.5076923077","0.0141",NA,NA,"0.0423","0.0141",NA,NA,NA,"0.4246","34000","36900","40600","NULL",1
"3611",3611,"Mount Marty College","Yankton","SD","57078-3724","0.7143","NULL","25","0.4746543779","0.0234",NA,NA,"0.0351",NA,NA,NA,NA,"0.5118","34000","37800","38900","NULL",1
"3612",3612,"National American University-Rapid City","Rapid City","SD","57701-2823","NULL","NULL","NULL","0.1361783745","0.1439",NA,NA,NA,NA,NA,NA,NA,"0.3134","30300","43300","56400","NULL",1
"3613",3613,"National American University-Sioux Falls","Sioux Falls","SD","57108-4293","NULL","NULL","NULL","0.1361783745","0.0417",NA,NA,NA,NA,NA,NA,NA,"0.122","30300","43300","56400","NULL",1
"3614",3614,"Sioux Falls Seminary","Sioux Falls","SD","57105","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3615",3615,"Northern State University","Aberdeen","SD","57401-7198","0.8984","560","24","0.2996031746","0.0154",NA,NA,"0.0769","0.0308",NA,"0.0062",NA,"0.4196","31700","38500","41500","NULL",1
"3616",3616,"Oglala Lakota College","Kyle","SD","57752-0490","NULL","NULL","NULL","0.0269662921","0.0112",NA,NA,NA,NA,NA,NA,NA,"0.1169","20100","PrivacySuppressed","PrivacySuppressed","NULL",1
"3617",3617,"Presentation College","Aberdeen","SD","57401-1280","0.7353","480","24","0.4024390244",NA,NA,NA,"0.0208",NA,NA,"0.0139",NA,"0.4375","31300","38800","46800","NULL",1
