"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"2935",2935,"United Tribes Technical College","Bismarck","ND","58504","NULL","NULL","NULL","0.0608365019","0.0168",NA,"0.1765","0.0336",NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35500",1
"2936",2936,"Valley City State University","Valley City","ND","58072","0.8663","540","23","0.3347280335","0.0289",NA,NA,"0.0173","0.0058",NA,NA,NA,"0.4211","35000","44100","39800","60200",1
"2940",2940,"Akron Institute of Herzing University","Akron","OH","44306-3931","1","NULL","NULL","0.3236057069","0.0707",NA,NA,NA,NA,NA,NA,NA,"0.6049","40100","44300","47900","58300",1
"2941",2941,"University of Akron Main Campus","Akron","OH","44325-4702","NULL","NULL","NULL","0.2989594946","0.034","0.0568","0.0656","0.032","0.0126",NA,"0.0046",NA,"0.3959","32100","42000","43100","57700",1
"2944",2944,"Allegheny Wesleyan College","Salem","OH","44460-9598","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.2941","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2947",2947,"Art Academy of Cincinnati","Cincinnati","OH","45202-1706","0.3732","500","23","0.4705882353",NA,NA,NA,NA,NA,NA,NA,NA,"0.4359","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2949",2949,"Ashland University","Ashland","OH","44805","0.7225","560","25","0.1682539683","0.0024",NA,NA,"0.0428","0.0049",NA,"0.0073",NA,"0.6091","39500","40200","42800","53000",1
"2953",2953,"Baldwin Wallace University","Berea","OH","44017-2088","0.6331","610","26","0.5840611354","0.0202","0.0025",NA,"0.0936","0.0164",NA,"0.019",NA,"0.6957","43300","46700","49500","60500",1
"2955",2955,"Bluffton University","Bluffton","OH","45817-2104","0.6402","550","24","0.4885993485","0.0282",NA,NA,"0.0235","0.0235",NA,"0.0188",NA,"0.5921","31000","39200","43600","54100",1
"2958",2958,"Bowling Green State University-Main Campus","Bowling Green","OH","43403","0.7554","560","24","0.4474024296","0.0183",NA,"0.0363","0.041","0.004",NA,"0.0062",NA,"0.5808","37800","40600","45300","55400",1
"2959",2959,"Bryant & Stratton College-Parma","Parma","OH","44130-3151","NULL","NULL","NULL","0.2688882505","0.045",NA,NA,NA,NA,NA,NA,NA,"0.2959","21200","29900","36300","43500",1
"2963",2963,"Capital University","Columbus","OH","43209-2394","0.7599","590","26","0.53145917","0.0062",NA,NA,"0.0343","0.0047",NA,"0.0047",NA,"0.6144","40600","43600","46300","60100",1
"2968",2968,"Case Western Reserve University","Cleveland","OH","44106","0.5126","740","33","0.807486631","0.0231","0.3006",NA,"0.1185","0.027",NA,"0.0539",NA,"0.7831","79700","75100","77300","119900",1
"2969",2969,"Cedarville University","Cedarville","OH","45314-0601","0.7537","640","28","0.6214511041","0.0159","0.086",NA,"0.0525","0.0096",NA,"0.0127",NA,"0.6837","42400","45100","44900","60600",1
"2972",2972,"Central State University","Wilberforce","OH","45384-1004","0.3227","430","17","0.1817087846","0.0263","0.0175","0.0044","0.0219","0.0307",NA,"0.0219",NA,"0.242","26200","28300","27400","35800",1
"2976",2976,"Cincinnati Christian University","Cincinnati","OH","45204-3200","0.7448","525","23","0.2962962963",NA,NA,NA,NA,NA,NA,NA,NA,"0.4459","34200","35800","28600","48300",1
"2977",2977,"Cincinnati College of Mortuary Science","Cincinnati","OH","45224-1462","0.6","NULL","NULL","0.8260869565",NA,NA,NA,NA,NA,NA,NA,NA,"0.4545","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","60900",1
"2978",2978,"University of Cincinnati-Main Campus","Cincinnati","OH","45221-0063","0.6475","640","27","0.4148339148","0.0221","0.0975","0.0121","0.0346","0.0038",NA,"0.0107","0.0031","0.4963","43900","44100","49400","64700",1
"2980",2980,"University of Cincinnati-Clermont College","Batavia","OH","45103","NULL","NULL","NULL","0.4148339148","0.0769",NA,"0.0498","0.0249",NA,NA,"0.0023","0.0271","0.2578","43900","44100","49400","64700",1
"2981",2981,"University of Cincinnati-Blue Ash College","Blue Ash","OH","45236-1096","NULL","NULL","NULL","0.4148339148","0.0085",NA,"0.0191","0.0064",NA,NA,"0.0042","0.0212","0.2229","43900","44100","49400","64700",1
"2982",2982,"Ohio Christian University","Circleville","OH","43113-9487","0.6316","610","22","0.3799472296",NA,NA,NA,NA,NA,NA,NA,NA,"0.5455","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","56900",1
"2985",2985,"Cleveland Institute of Art","Cleveland","OH","44106-1710","0.7073","570","24","0.5327868852",NA,NA,NA,NA,NA,NA,NA,NA,"0.5783","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","53400",1
"2987",2987,"Cleveland Institute of Music","Cleveland","OH","44106-1776","0.3986","NULL","NULL","0.7258064516",NA,NA,NA,NA,NA,NA,NA,NA,"0.6667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2988",2988,"Cleveland State University","Cleveland","OH","44115-2214","0.4672","570","24","0.3914275593","0.012","0.0453","0.0052","0.0245","0.0083",NA,"0.0099","0.001","0.2995","40400","45500","46100","65700",1
"2991",2991,"Columbus College of Art and Design","Columbus","OH","43215","0.689","550","24","0.5755208333",NA,NA,NA,NA,NA,NA,NA,NA,"0.636","34200","34800","41400","51600",1
"2998",2998,"University of Dayton","Dayton","OH","45469","0.7548","640","28","0.7197452229","0.0119","0.1429","0.0374","0.048","0.0069",NA,"0.0106",NA,"0.7411","55500","52500","61000","70100",1
"2999",2999,"Defiance College","Defiance","OH","43512","0.6731","530","23","0.3973509934","0.0341",NA,NA,"0.0146","0.0146",NA,NA,NA,"0.5125","32800","36800","44700","51400",1
"3000",3000,"Denison University","Granville","OH","43023-0713","0.4828","670","NULL","0.8175895765","0.0125",NA,NA,"0.1289","0.0146",NA,"0.0416",NA,"0.7919","PrivacySuppressed","50600","59100","65100",1
"3001",3001,"DeVry University-Ohio","Columbus","OH","43209-2705","0.9028","NULL","NULL","0.126394998","0.3616",NA,"0.0914","0.0013",NA,NA,NA,NA,"0.3562","43900","52000","60200","73100",1
"3002",3002,"Chancellor University","Seven Hills","OH","44131","1","NULL","NULL","PrivacySuppressed","0.0667",NA,NA,NA,NA,NA,NA,NA,"0.0405","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","57900",1
"3004",3004,"Edison State Community College","Piqua","OH","45356-9239","NULL","NULL","NULL","0.1291338583","0.0643",NA,"0.0685",NA,NA,NA,NA,NA,"0.2637","25700","35600","38900","50400",1
"3006",3006,"Bryant & Stratton College-Cleveland","Cleveland","OH","44115","NULL","NULL","NULL","0.2688882505","0.0744",NA,"0.1157",NA,NA,NA,NA,NA,"0.122","21200","29900","36300","43500",1
"3008",3008,"The University of Findlay","Findlay","OH","45840-3653","0.689","610","26","0.4826666667","0.0224",NA,"0.0243","0.0522","0.0056",NA,NA,NA,"0.5668","43000","49500","45800","83500",1
"3009",3009,"Franklin University","Columbus","OH","43215-5399","NULL","NULL","NULL","0.0928346102","0.0933",NA,NA,NA,NA,NA,NA,NA,"0.1897","39800","55300","63100","73700",1
"3011",3011,"Gods Bible School and College","Cincinnati","OH","45202-6838","1","NULL","NULL","0.1746031746",NA,NA,NA,NA,NA,NA,NA,NA,"0.3478","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3016",3016,"Hebrew Union College-Jewish Institute of Religion","New York","NY","10012-1186","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3017",3017,"Heidelberg University","Tiffin","OH","44883-2462","NULL","NULL","NULL","0.4821852732","0.024",NA,NA,"0.06",NA,NA,"0.02",NA,"0.5494","36300","39600","44000","53500",1
"3018",3018,"Hiram College","Hiram","OH","44234-0067","0.63","600","25","0.6243386243","0.02",NA,NA,"0.1867","0.01",NA,"0.03",NA,"0.6635","35300","45700","46100","56400",1
"3024",3024,"ITT Technical Institute-Dayton","Dayton","OH","45414-3877","0.768","NULL","NULL","0.3430191354","0.3476",NA,"0.3232",NA,NA,NA,NA,NA,"0.3883","38100","45300","46100","64300",1
"3026",3026,"John Carroll University","University Heights","OH","44118-4581","0.8379","600","29","0.7038626609","0.0142","0.0016",NA,"0.0881","0.0142",NA,"0.033",NA,"0.7125","57800","53500","60100","67200",1
"3027",3027,"Hondros College","Westerville","OH","43081","0.4488","NULL","NULL","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3029",3029,"Kent State University at Ashtabula","Ashtabula","OH","44004","NULL","NULL","NULL","0.2861417109","0.0789",NA,"0.0044",NA,NA,NA,NA,NA,"0.1471","35400","40100","43100","55600",1
"3030",3030,"Kent State University at East Liverpool","East Liverpool","OH","43920","NULL","NULL","NULL","0.2861417109","0.0645",NA,NA,NA,NA,NA,NA,NA,"0.1031","35400","40100","43100","55600",1
"3031",3031,"Kent State University at Stark","Canton","OH","44720-7599","NULL","NULL","NULL","0.2861417109",NA,NA,NA,NA,NA,NA,NA,NA,"0.2336","35400","40100","43100","55600",1
"3032",3032,"Kent State University at Trumbull","Warren","OH","44483","NULL","NULL","NULL","0.2861417109","0.211",NA,"0.0826",NA,NA,NA,NA,NA,"0.2276","35400","40100","43100","55600",1
"3033",3033,"Kent State University at Tuscarawas","New Philadelphia","OH","44663-9403","NULL","NULL","NULL","0.2861417109","0.1429",NA,"0.1104",NA,NA,NA,NA,NA,"0.3019","35400","40100","43100","55600",1
"3034",3034,"Kent State University at Salem","Salem","OH","44460","NULL","NULL","NULL","0.2861417109","0.0783",NA,NA,NA,NA,NA,NA,NA,"0.2229","35400","40100","43100","55600",1
"3035",3035,"Kent State University at Kent","Kent","OH","44242-0001","0.8865","580","25","0.2861417109","0.0133","0.0352",NA,"0.0325","0.0074",NA,"0.0093",NA,"0.4969","35400","40100","43100","55600",1
"3036",3036,"Kent State University at Geauga","Burton","OH","44021","NULL","NULL","NULL","0.2861417109","0.1807",NA,"0.012",NA,NA,NA,NA,NA,"0.2925","35400","40100","43100","55600",1
"3037",3037,"Kenyon College","Gambier","OH","43022","0.3347","690","32","0.8505154639",NA,NA,NA,"0.1024","0.0381",NA,"0.019",NA,"0.8679","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55000",1
"3038",3038,"Kettering College","Kettering","OH","45429-1299","0.2605","560","24","0.5853658537",NA,NA,NA,NA,NA,NA,NA,NA,"0.5667","55500","62000","70300","87400",1
"3039",3039,"Lake Erie College","Painesville","OH","44077-3389","0.8903","580","24","0.4352159468",NA,NA,NA,"0.0272","0.0136",NA,"0.0136",NA,"0.5345","31500","36800","38300","54900",1
"3046",3046,"Lourdes University","Sylvania","OH","43560-2898","NULL","NULL","NULL","0.245819398",NA,NA,NA,"0.025",NA,NA,NA,NA,"0.3107","33900","39200","45700","60300",1
"3047",3047,"Malone University","Canton","OH","44709-3308","0.7506","555","25","0.4866141732","0.0021",NA,NA,"0.0256","0.0064",NA,NA,NA,"0.5854","37500","43000","49000","68800",1
"3048",3048,"Marietta College","Marietta","OH","45750","0.7004","610","26","0.4634760705","0.0247","0.1237",NA,"0.0813","0.0141",NA,"0.053",NA,"0.5116","50200","48000","57200","69900",1
"3051",3051,"Mercy College of Ohio","Toledo","OH","43604-1132","0.7471","NULL","NULL","0.6021505376",NA,NA,NA,NA,NA,NA,NA,NA,"0.5143","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","65200",1
"3052",3052,"Methodist Theological School in Ohio","Delaware","OH","43015-3211","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3053",3053,"Miami University-Hamilton","Hamilton","OH","45011","NULL","NULL","NULL","0.5303786322","0.0139","0.0249","0.0237","0.0641","0.011",NA,"0.01",NA,"0.2663","38400","50100","59300","66500",1
"3054",3054,"Miami University-Middletown","Middletown","OH","45042","NULL","NULL","NULL","0.5303786322","0.0139","0.0249","0.0237","0.0641","0.011",NA,"0.01",NA,"0.2289","38400","50100","59300","66500",1
"3055",3055,"Miami University-Oxford","Oxford","OH","45056","0.7414","660","28","0.5303786322","0.0139","0.0249","0.0237","0.0641","0.011",NA,"0.01",NA,"0.8149","38400","50100","59300","66500",1
"3059",3059,"Mount Carmel College of Nursing","Columbus","OH","43222-1504","0.7544","NULL","24","0.7488151659",NA,NA,NA,NA,NA,NA,NA,NA,"0.6552","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","71500",1
"3060",3060,"University of Mount Union","Alliance","OH","44601-3993","0.729","570","25","0.6010928962","0.0201",NA,NA,"0.0915","0.0112",NA,"0.0201",NA,"0.6481","42600","43600","46000","53300",1
"3061",3061,"Mount Vernon Nazarene University","Mount Vernon","OH","43050-9500","0.7234","600","25","0.4638655462","0.0059",NA,NA,"0.0316","0.002",NA,"0.0059",NA,"0.5684","38200","43500","49000","71100",1
"3062",3062,"Mount Saint Joseph University","Cincinnati","OH","45233-1670","0.6299","560","25","0.0869565217","0.0025",NA,NA,"0.0222","0.0049",NA,"0.0099",NA,"0.5915","38600","43500","44400","55300",1
"3064",3064,"Muskingum University","New Concord","OH","43762","0.7701","560","24","0.4004424779","0.0149",NA,NA,"0.1004","0.026",NA,"0.0409",NA,"0.5438","39700","39600","44000","52900",1
"3072",3072,"Notre Dame College","Cleveland","OH","44121-4293","0.8889","510","23","0.2400793651",NA,NA,NA,"0.0368","0.0184","0.0245","0.0061",NA,"0.4747","34400","44900","48600","55700",1
"3073",3073,"Northeast Ohio Medical University","Rootstown","OH","44272-0095","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3074",3074,"University of Northwestern Ohio","Lima","OH","45805","NULL","NULL","NULL","0.510230179","0.0163",NA,NA,NA,NA,NA,NA,NA,"0.5975","32800","36300","40800","53600",1
"3075",3075,"Oberlin College","Oberlin","OH","44074","0.2965","720","NULL","0.7869249395","0.0096","0.0014",NA,"0.1185","0.0234",NA,"0.0427",NA,"0.8762","46800","46200","44900","53500",1
"3076",3076,"Ohio College of Podiatric Medicine","Independence","OH","44131","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3079",3079,"Ohio Dominican University","Columbus","OH","43219","0.6096","520","24","0.3606770833","0.0144",NA,NA,"0.012","0.0024",NA,NA,NA,"0.4785","38300","42200","46700","61000",1
"3081",3081,"Ohio Northern University","Ada","OH","45810-1599","0.8211","660","30","0.6581325301","0.0084","0.1775","0.0271","0.0772","0.0084",NA,"0.0167",NA,"0.6712","63900","61800","68800","123000",1
"3083",3083,"Ohio State University-Lima Campus","Lima","OH","45804","NULL","NULL","NULL","0.5542958186",NA,NA,NA,"0.0305",NA,NA,NA,NA,"0.4607","44500","47300","51600","65700",1
"3084",3084,"Ohio State University-Mansfield Campus","Mansfield","OH","44906","NULL","NULL","NULL","0.5542958186",NA,NA,NA,NA,NA,NA,NA,NA,"0.3995","44500","47300","51600","65700",1
"3085",3085,"Ohio State University-Marion Campus","Marion","OH","43302-5695","NULL","NULL","NULL","0.5542958186",NA,NA,NA,NA,NA,NA,NA,NA,"0.4086","44500","47300","51600","65700",1
"3086",3086,"Ohio State University-Newark Campus","Newark","OH","43055","NULL","NULL","NULL","0.5542958186",NA,NA,NA,NA,NA,NA,NA,NA,"0.3941","44500","47300","51600","65700",1
"3092",3092,"Ohio State University-Main Campus","Columbus","OH","43210","0.6329","700","31","0.5542958186","0.0055","0.0971","0.0002","0.0637","0.006",NA,"0.0124",NA,"0.7991","44500","47300","51600","65700",1
"3093",3093,"Ohio University-Eastern Campus","Saint Clairsville","OH","43950","NULL","NULL","NULL","0.4038961039",NA,NA,NA,NA,NA,NA,NA,NA,"0.2698","35800","42000","49400","58000",1
"3094",3094,"Ohio University-Chillicothe Campus","Chillicothe","OH","45601-0629","NULL","NULL","NULL","0.4038961039",NA,NA,"0.01",NA,NA,NA,NA,NA,"0.2614","35800","42000","49400","58000",1
"3095",3095,"Ohio University-Southern Campus","Ironton","OH","45638","NULL","NULL","NULL","0.4038961039",NA,NA,NA,NA,NA,NA,NA,NA,"0.3028","35800","42000","49400","58000",1
"3096",3096,"Ohio University-Lancaster Campus","Lancaster","OH","43130-1037","NULL","NULL","NULL","0.4038961039",NA,NA,"0.0222",NA,NA,NA,NA,NA,"0.3175","35800","42000","49400","58000",1
"3097",3097,"Ohio University-Main Campus","Athens","OH","45701-2979","0.8617","590","25","0.4038961039","0.0348","0.0299","0.0101","0.0277","0.003",NA,"0.0135",NA,"0.6503","35800","42000","49400","58000",1
"3098",3098,"Ohio University-Zanesville Campus","Zanesville","OH","43701","NULL","NULL","NULL","0.4038961039",NA,NA,NA,NA,NA,NA,NA,NA,"0.3929","35800","42000","49400","58000",1
"3101",3101,"Ohio Wesleyan University","Delaware","OH","43015-2370","0.6983","650","28","0.5394736842","0.0084",NA,NA,"0.1117",NA,NA,"0.0168",NA,"0.6121","42800","45500","49000","53700",1
"3102",3102,"Otterbein University","Westerville","OH","43081","0.7928","600","26","0.5355113636","0.0177",NA,NA,"0.0354","0.0124",NA,"0.0053",NA,"0.617","38200","46900","47100","58000",1
"3106",3106,"Payne Theological Seminary","Wilberforce","OH","45384","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed",1
"3107",3107,"Pontifical College Josephinum","Columbus","OH","43235-1499","0.92","680","28","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3110",3110,"Rabbinical College Telshe","Wickliffe","OH","44092","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3113",3113,"University of Rio Grande","Rio Grande","OH","45674","NULL","NULL","NULL","0.0243277849","0.0179",NA,"0.125","0.0153","0.0128",NA,"0.0128",NA,"0.4231","32300","35600","36200","56600",1
"3115",3115,"Shawnee State University","Portsmouth","OH","45662","NULL","NULL","NULL","0.236818588",NA,NA,"0.0755","0.054","0.0036",NA,"0.0072",NA,"0.2819","32100","35800","41900","51800",1
"3130",3130,"Franciscan University of Steubenville","Steubenville","OH","43952-1763","0.7642","610","27","0.6810506567","0.0115",NA,NA,"0.0324","0.0115",NA,"0.0019",NA,"0.7143","40000","36600","41500","58400",1
"3132",3132,"Ohio Mid-Western College","Cincinnati","OH","45241","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0476","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3135",3135,"Tiffin University","Tiffin","OH","44883","0.5104","540","23","0.3174342105","0.0168",NA,NA,NA,NA,NA,NA,NA,"0.4681","35700","39800","51600","61900",1
"3136",3136,"University of Toledo","Toledo","OH","43606-3390","NULL","NULL","NULL","0.3675175062","0.0182","0.099","0.0413","0.0283","0.0045",NA,"0.0091",NA,"0.4489","40100","46300","49500","65400",1
"3138",3138,"Tri-State Bible College","South Point","OH","45680","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"3141",3141,"Trinity Lutheran Seminary","Columbus","OH","43209-2334","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3143",3143,"Union Institute & University","Cincinnati","OH","45206-1925","NULL","NULL","NULL","0.5088757396",NA,NA,NA,NA,NA,NA,NA,NA,"0.0909","31200","45400","79600","118500",1
"3144",3144,"United Theological Seminary","Dayton","OH","45426-2308","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
