"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"6671","The Chicago School of Professional Psychology at Irvine","Irvine","CA","92612","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"6672","Fortis College-Dothan","Dothan","AL","36303","0.6042","NULL","NULL","0.4957264957","0","0","0.1617","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","30200",3
"6673","Fortis Institute-Pensacola","Pensacola","FL","32514","NULL","NULL","NULL","0.56","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31100",2
"6674","Fortis College-Montgomery","Montgomery","AL","36109","NULL","NULL","NULL","0.56","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31100",2
"6675","Fortis College School of Cosmetology","Mobile","AL","36609","NULL","NULL","NULL","0.56","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31100",3
"6676","Woodland Community College","Woodland","CA","95776","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"6677","ATI Career Training Center-Albuquerque","Albuquerque","NM","87109","NULL","NULL","NULL","0.6021297193","0","0","0.0214","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47400",3
"6678","Dorsey Business Schools-Farmington Hills","Farmington Hills","MI","48331","NULL","NULL","NULL","0.5848739496","0","0","0","0","0","0","0","0","NULL","22200","29200","28800","35300",3
"6679","Dorsey Business Schools-Roseville Culinary Academy","Roseville","MI","48066","NULL","NULL","NULL","0.5848739496","0","0","0","0","0","0","0","0","NULL","22200","29200","28800","35300",3
"6680","Vatterott College-Appling Farms","Memphis","TN","38133","NULL","NULL","NULL","0.5583224115","0.0272","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40600",2
"6681","Minnesota School of Business-Moorhead","Moorhead","MN","56560","NULL","NULL","NULL","0.3696617697","0.0175","0","0","0","0","0","0","0","NULL","31300","41200","42700","51600",1
"6682","Brown Mackie College-Boise","Boise","ID","83709","NULL","NULL","NULL","0.3678290214","0.0057","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6683","Brown Mackie College-Tulsa","Tulsa","OK","74146","NULL","NULL","NULL","0.3678290214","0.1282","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6684","Fortis Institute-Birmingham","Birmingham","AL","35211","0.916","NULL","NULL","0.5239669421","0","0","0","0","0","0","0","0","NULL","24400","35100","33100","44200",2
"6685","Daymar College-Scottsville","Scottsville","KY","42164","NULL","NULL","NULL","0.3550356053","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35400",2
"6686","Miller-Motte College-Greenville","Greenville","NC","27834","NULL","NULL","NULL","0.3695286195","0","0","0","0","0","0","0","0","NULL","22700","32600","30200","39800",2
"6687","The Chicago School of Professional Psychology at Los Angeles","Los Angeles","CA","90017","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
