"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL","PELL_COMP_ORIG_YR6_RT","NOPELL_COMP_ORIG_YR6_RT","COMPL_RPY_3YR_RT","PELL_RPY_3YR_RT","NOPELL_RPY_3YR_RT","COMPL_RPY_1YR_RT","PELL_RPY_1YR_RT","NOPELL_RPY_1YR_RT","COSTT4_A","LO_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR4_RT"
"6113","The Salon Professional Academy-Fargo","Fargo","ND","58103","NULL","NULL","NULL","0.7903225806","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6114","Massage Therapy Trainining Institute","Las Cruces","NM","88005","NULL","NULL","NULL","0.7297297297","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6115","Institute of Professional Careers","Las Vegas","NV","89119","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6116","Elite Academy of Beauty Arts","Brooklyn","NY","11223","NULL","NULL","NULL","0.8181818182","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.7583333333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","0.8243243243","PrivacySuppressed","PrivacySuppressed"
"6117","Aveda Institute-New York","New York","NY","10013","NULL","NULL","NULL","0.792746114","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.4054054054","0.3372093023","0.8652173913","0.8130841121","0.874251497","PrivacySuppressed","0.8647058824","0.9146341463","NULL","0.7333333333","PrivacySuppressed","PrivacySuppressed"
"6118","Brookline College-Oklahoma City","Oklahoma City","OK","73114","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6119","Northwest Regional Technology Institute","Erie","PA","16508-2820","NULL","NULL","NULL","0.4473684211","0.4706","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5333333333","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6120","National Massage Therapy Institute","Philadelphia","PA","19116","NULL","NULL","NULL","0.7076101469","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.5974025974","0.5918367347","0.6466346154","0.4595879556","0.7085953878","0.8118932039","0.7470167064","0.9096045198","NULL","0.6673960613","0.7409326425","0.8282828283"
"6121","MyrAngel Beauty Institute","San Lorenzo","PR","00754","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6122","Institute of Hair Design","Adamsville","TN","38310","NULL","NULL","NULL","0.6129032258","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6123","Tennessee Career Institute","Columbia","TN","38401","NULL","NULL","NULL","0.3529411765","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.5324675325","PrivacySuppressed","PrivacySuppressed","0.4722222222","0.5675675676","0.5714285714","NULL","0.3409090909","PrivacySuppressed","PrivacySuppressed"
"6124","Texas Health School","Houston","TX","77079","NULL","NULL","NULL","0.6696428571","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.6509433962","PrivacySuppressed","PrivacySuppressed","0.8223684211","PrivacySuppressed","PrivacySuppressed","NULL","0.6666666667","PrivacySuppressed","PrivacySuppressed"
"6125","Mai-trix Beauty College","Houston","TX","77040","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6126","North West Beauty School","Houston","TX","77091","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6127","Paul Mitchell the School-Logan","Logan","UT","84321","NULL","NULL","NULL","0.5454545455","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6128","Careers Unlimited","Orem","UT","84058","NULL","NULL","NULL","0.8070175439","0","0","0","0","0","0","0","0","0.9348","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6129","Mountainland Applied Technology College","Lehi","UT","84043","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6130","Avi Career Training","Great Falls","VA","22066","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6131","Yakima Beauty School Beautyworks","Yakima","WA","98901","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6132","Mountain State School of Massage","Charleston","WV","25304","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6133","Doane University-Graduate and Professional Studies","Lincoln","NE","68504","NULL","NULL","NULL","0.4732142857","0","0","0","0","0","0","0","0","NULL","41700","47800","48300","NULL",1,"0.4776119403","0.5073891626","0.9382716049","0.852367688","0.9011494253","0.9305993691","0.871459695","0.9466666667","NULL","0.421686747","0.4900662252","0.5190839695"
"6134","Shorter University-College of Adult & Professional Programs","Marietta","GA","30067","NULL","NULL","NULL","0.5118733509","0","0","0","0","0","0","0","0","0.4038","36200","46200","56400","NULL",1,"0.5092748735","0.515","0.7262569832","0.5522565321","0.7217928903","0.6746575342","0.5537190083","0.7136075949","30193","0.4541910331","0.5633074935","0.552742616"
"6135","The Art Institute of Indianapolis","Indianapolis","IN","46268","NULL","NULL","NULL","0.3532781668","0.1033","0","0","0","0","0","0","0","0.2045","27700","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.5919629057","0.5530410184","0.5686813187","0.3649222065","0.3618012422","0.5074046649","0.3761850333","0.3767502442","30781","0.3267223382","0.3756345178","0.4292237443"
"6136","Eastern International College-Belleville","Belleville","NJ","07109","NULL","NULL","NULL","0.5833333333","0","0","0","0","0","0","0","0","NULL","31300","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.5242165242","0.6724137931","0.5903614458","0.4639830508","0.6363636364","0.7357142857","0.6493506494","0.7361111111","NULL","0.549689441","PrivacySuppressed","PrivacySuppressed"
"6137","San Joaquin Valley College-Rancho Cordova","Rancho Cordova","CA","95670","NULL","NULL","NULL","0.6382396818","0","0","0","0","0","0","0","0","NULL","28600","34300","42000","NULL",2,"0.5543964232","0.74","0.5359646845","0.4137035557","0.661928934","0.5598511808","0.4740767473","0.6731757451","21980","0.5911126421","0.7419724771","0.8259109312"
"6138","Illinois School of Health Careers-O'Hare Campus","Chicago","IL","60603","NULL","NULL","NULL","0.6775700935","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5450121655","0.7608695652","0.449950446","0.3808353808","0.5571428571","0.6160377358","0.5847723705","0.7474747475","NULL","0.6467315716","PrivacySuppressed","PrivacySuppressed"
"6139","MedTech College","Indianapolis","IN","46250","NULL","NULL","NULL","0.5598349381","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.5218390805","0.6846153846","0.5088652482","0.4042769857","0.5882352941","0.6349631614","0.5587734242","0.7325842697","30568","0.5227272727","0.6","0.6866666667"
"6140","Broken Arrow Beauty College-Tulsa","Tulsa","OK","74133","NULL","NULL","NULL","0.6625","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.6330275229","0.504950495","0.8076923077","0.7391304348","0.6504424779","0.7441860465","NULL","0.6086956522","PrivacySuppressed","PrivacySuppressed"
"6141","Universal Technical Institute of Northern California Inc","Sacramento","CA","95834","NULL","NULL","NULL","0.6801666667","0","0","0","0","0","0","0","0","NULL","32900","39600","40200","NULL",2,"0.6920289855","0.75404814","0.6976241901","0.5387747189","0.7266391327","0.725123628","0.6160558464","0.7715189873","NULL","0.6177024482","0.728587963","0.7863720074"
"6142","ITT Technical Institute-Charlotte South","Charlotte","NC","28217","0.8808","NULL","NULL","0.3187633262","0.4716","0","0.4205","0","0","0","0","0","0.3667","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","26957","0.2656358181","0.4077952298","0.4688715953"
"6143","ITT Technical Institute-Clovis","Clovis","CA","93612","0.8178","NULL","NULL","0.3187633262","0.2684","0","0.2684","0","0","0","0","0","0.4595","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","25869","0.2656358181","0.4077952298","0.4688715953"
"6144","ITT Technical Institute-Dunmore","Dunmore","PA","18512","0.8854","NULL","NULL","0.3187633262","0.4382","0","0.3258","0","0","0","0","0","NULL","38200","46300","47200","NULL",2,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","25290","0.2656358181","0.4077952298","0.4688715953"
"6145","ITT Technical Institute-Swartz Creek","Swartz Creek","MI","48473","0.9005","NULL","NULL","0.3187633262","0.2838","0","0.2244","0","0","0","0","0","0.3397","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","25869","0.2656358181","0.4077952298","0.4688715953"
"6146","ITT Technical Institute-Lexington","Lexington","KY","40509","0.8435","NULL","NULL","0.3187633262","0.2688","0","0.3125","0","0","0","0","0","0.2051","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","26009","0.2656358181","0.4077952298","0.4688715953"
"6147","ITT Technical Institute-Maumee","Maumee","OH","43537","0.8947","NULL","NULL","0.3187633262","0.3355","0","0.2697","0","0","0","0","0","0.2692","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","26560","0.2656358181","0.4077952298","0.4688715953"
"6148","ITT Technical Institute-Oklahoma City","Oklahoma City","OK","73118","0.7913","NULL","NULL","0.3187633262","0.3197","0","0.2177","0","0","0","0","0","0.2817","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","26750","0.2656358181","0.4077952298","0.4688715953"
"6149","ITT Technical Institute-Tulsa","Tulsa","OK","74134","0.8009","NULL","NULL","0.3187633262","0.2857","0","0.2857","0","0","0","0","0","0.2712","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","27182","0.2656358181","0.4077952298","0.4688715953"
"6150","University of Phoenix-Omaha Campus","Omaha","NE","68154-5258","NULL","NULL","NULL","0.1884355238","0","0","0","0","0","0","0","0","0.0417","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23248","0.1410383765","0.2657104437","0.3303932378"
"6151","University of Phoenix-Northwest Arkansas Campus","Rogers","AR","72756-9615","NULL","NULL","NULL","0.1884355238","0.0633","0","0","0","0","0","0","0","0.2031","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23144","0.1410383765","0.2657104437","0.3303932378"
"6152","University of Phoenix-Madison Campus","Madison","WI","53718-2416","NULL","NULL","NULL","0.1884355238","0","0","0","0","0","0","0","0","0.0952","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23248","0.1410383765","0.2657104437","0.3303932378"
"6153","University of Phoenix-South Carolina","Columbia","SC","29223-5727","NULL","NULL","NULL","0.1884355238","0.0303","0","0","0","0","0","0","0","0.0923","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23098","0.1410383765","0.2657104437","0.3303932378"
"6154","Argosy University-The Art Institute of California-Inland Empire","San Bernardino","CA","92408-2800","0.6641","NULL","NULL","0.1547148504","0.0946","0","0","0","0","0","0","0","0.3095","40500","41300","42800","NULL",1,"0.2528301887","0.2847411444","0.8287937743","0.3969109195","0.6335710368","0.6141732283","0.2831947012","0.4932307692","31871","0.131641791","0.1812179017","0.2233333333"
"6155","National American University-Zona Rosa","Kansas City","MO","64153-1934","NULL","NULL","NULL","0.1361783745","0","0","0","0","0","0","0","0","0.225","30300","43300","56400","NULL",1,"0.1583561644","0.2457627119","0.7275943396","0.4490727532","0.6465256798","0.6618887015","0.4098712446","0.6269519954","23042","0.1059001513","0.1634615385","0.2637075718"
"6156","West Hills College-Lemoore","Lemoore","CA","93245","NULL","NULL","NULL","0.0916988417","0.0535","0.008","0","0.008","0.0107","0","0.0027","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","9377","0.0866242038","PrivacySuppressed","PrivacySuppressed"
"6157","Stautzenberger College-Brecksville","Brecksville","OH","44141","NULL","NULL","NULL","0.3716475096","0","0","0","0","0","0","0","0","NULL","26700","32600","34400","NULL",2,"0.4004282655","0.3928571429","0.58808933","0.4409638554","0.6916666667","0.6125","0.5148173673","0.7683397683","19706","0.3288973384","0.48","0.4146341463"
